model,outcome,horizon,n,event,partial_r2,excluded_instrument_wald_F_hc3,excluded_instrument_wald_chi2_hc3,relevance_p_value_hc3,excluded_instrument_wald_chi2,excluded_instrument_wald_F,excluded_instrument_df,relevance_p_value,diagnostic_type
single,lwti,26,411,terrorism,0.270170997482,2.55379690581,2.55379690581,0.11002954507,6.88167842031,6.88167842031,1,0.00870837481559,single-instrument relevance
single,lwti,27,410,terrorism,0.270418276039,2.55301060372,2.55301060372,0.11008430655,6.87995448027,6.87995448027,1,0.00871677834928,single-instrument relevance
single,lwti,28,409,terrorism,0.270370623651,2.552972354,2.552972354,0.110086971191,6.87935319621,6.87935319621,1,0.00871971132602,single-instrument relevance
single,lwti,29,408,terrorism,0.271769426202,2.57891921216,2.57891921216,0.108295582345,6.95152951944,6.95152951944,1,0.00837476007928,single-instrument relevance
single,lwti,30,407,terrorism,0.276287499225,2.64413206376,2.64413206376,0.103932906358,7.1333944167,7.1333944167,1,0.00756613601075,single-instrument relevance
single,lwti,31,406,terrorism,0.277664738005,2.64536600928,2.64536600928,0.10385223602,7.14121600705,7.14121600705,1,0.0075332059726,single-instrument relevance
single,lwti,32,405,terrorism,0.27776523664,2.64760474154,2.64760474154,0.10370605179,7.14676919763,7.14676919763,1,0.0075099151917,single-instrument relevance
single,lwti,33,404,terrorism,0.277090727088,2.64076100684,2.64076100684,0.104153642366,7.12792008107,7.12792008107,1,0.00758927126832,single-instrument relevance
single,lwti,34,403,terrorism,0.281769083331,2.73886577575,2.73886577575,0.0979342561853,7.40992257888,7.40992257888,1,0.00648651146764,single-instrument relevance
single,lwti,35,402,terrorism,0.293829040213,2.87786643478,2.87786643478,0.0898049398346,7.80437661831,7.80437661831,1,0.0052119843161,single-instrument relevance
single,lwti,36,401,terrorism,0.299587821783,2.91445717598,2.91445717598,0.0877889482142,7.90845012017,7.90845012017,1,0.00492044076624,single-instrument relevance
single,lwti,37,400,terrorism,0.301130040615,2.93300164224,2.93300164224,0.0867859983884,7.95862382424,7.95862382424,1,0.00478587891838,single-instrument relevance
single,lwti,38,399,terrorism,0.301107958393,2.92058996418,2.92058996418,0.0874558832137,7.92486714226,7.92486714226,1,0.00487599253377,single-instrument relevance
single,lwti,39,398,terrorism,0.300964809706,2.92013958372,2.92013958372,0.0874802962561,7.92308549958,7.92308549958,1,0.0048807963846,single-instrument relevance
single,lwti,40,397,terrorism,0.30100025139,2.91775011122,2.91775011122,0.0876099420376,7.91750308515,7.91750308515,1,0.00489587951936,single-instrument relevance
single,lwti,41,396,terrorism,0.30085659805,2.91571469365,2.91571469365,0.0877205419889,7.91162317038,7.91162317038,1,0.00491181782975,single-instrument relevance
single,lwti,42,395,terrorism,0.300448577213,2.91367187397,2.91367187397,0.0878316962468,7.90531925761,7.90531925761,1,0.00492896417331,single-instrument relevance
single,lwti,43,394,terrorism,0.300320479224,2.90700587013,2.90700587013,0.0881954707019,7.88718465617,7.88718465617,1,0.00497863028857,single-instrument relevance
single,lwti,44,393,terrorism,0.300320412028,2.9069964518,2.9069964518,0.0881959858286,7.88674060544,7.88674060544,1,0.00497985280748,single-instrument relevance
single,lwti,45,392,terrorism,0.300642780746,2.91445388517,2.91445388517,0.087789127303,7.90721581547,7.90721581547,1,0.0049237992218,single-instrument relevance
single,lwti,46,391,terrorism,0.300797594894,2.91421029832,2.91421029832,0.087802384607,7.90591551552,7.90591551552,1,0.00492733977202,single-instrument relevance
single,lwti,47,390,terrorism,0.300230170994,2.92678123426,2.92678123426,0.087121029922,7.93958767319,7.93958767319,1,0.00483648536209,single-instrument relevance
single,lwti,48,389,terrorism,0.303490487259,2.95830814386,2.95830814386,0.0854372955266,8.03488640503,8.03488640503,1,0.00458848876659,single-instrument relevance
single,lwti,0,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,1,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,2,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,3,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,4,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,5,432,civil_war,0.493294460126,121.332239942,121.332239942,3.23208182498e-28,137.601887771,137.601887771,1,8.9054692074e-32,single-instrument relevance
single,lwti,6,431,civil_war,0.497725892367,120.735194032,120.735194032,4.36700183e-28,136.904462858,136.904462858,1,1.26528562253e-31,single-instrument relevance
single,lwti,7,430,civil_war,0.496392629703,119.625878154,119.625878154,7.63907160566e-28,135.92952315,135.92952315,1,2.06739749591e-31,single-instrument relevance
single,lwti,8,429,civil_war,0.492957992379,118.340180502,118.340180502,1.46061196493e-27,134.685813964,134.685813964,1,3.8677598853e-31,single-instrument relevance
single,lwti,9,428,civil_war,0.493286457693,118.779547744,118.779547744,1.1704039669e-27,135.189444253,135.189444253,1,3.00122602236e-31,single-instrument relevance
single,lwti,10,427,civil_war,0.492957956061,118.193864184,118.193864184,1.5724300125e-27,134.537847189,134.537847189,1,4.16701775488e-31,single-instrument relevance
single,lwti,11,426,civil_war,0.493295681261,118.578313988,118.578313988,1.29537460754e-27,135.005634704,135.005634704,1,3.292332307e-31,single-instrument relevance
single,lwti,12,425,civil_war,0.493714139266,117.971838939,117.971838939,1.75867319971e-27,134.335177685,134.335177685,1,4.61484518345e-31,single-instrument relevance
single,lwti,13,424,civil_war,0.493569659875,118.029235845,118.029235845,1.70851053654e-27,134.395675164,134.395675164,1,4.47634869814e-31,single-instrument relevance
single,lwti,14,423,civil_war,0.493930661097,118.454017158,118.454017158,1.37914567396e-27,134.906835232,134.906835232,1,3.46030510572e-31,single-instrument relevance
single,lwti,15,422,civil_war,0.49422682452,117.99504106,117.99504106,1.73822047208e-27,134.401914455,134.401914455,1,4.46230374402e-31,single-instrument relevance
single,lwti,16,421,civil_war,0.493860306378,117.923529215,117.923529215,1.80203391928e-27,134.31744257,134.31744257,1,4.65625252535e-31,single-instrument relevance
single,lwti,17,420,civil_war,0.495388178949,119.498080924,119.498080924,8.14741374421e-28,136.240684635,136.240684635,1,1.76752945054e-31,single-instrument relevance
single,lwti,18,419,civil_war,0.499502381035,120.040996812,120.040996812,6.19667249303e-28,136.94322968,136.94322968,1,1.24082304679e-31,single-instrument relevance
single,lwti,19,418,civil_war,0.516070404322,120.379984753,120.379984753,5.22330865803e-28,137.515134194,137.515134194,1,9.30315231572e-32,single-instrument relevance
single,lwti,20,417,civil_war,0.51931046263,111.242926477,111.242926477,5.23467058479e-26,127.248839142,127.248839142,1,1.63881695429e-29,single-instrument relevance
single,lwti,21,416,civil_war,0.485639632237,99.8695035041,99.8695035041,1.62776493482e-23,114.059833751,114.059833751,1,1.26435184312e-26,single-instrument relevance
single,lwti,22,415,civil_war,0.489430905104,100.827664781,100.827664781,1.00344969775e-23,115.259062554,115.259062554,1,6.90598352507e-27,single-instrument relevance
single,lwti,23,414,civil_war,0.488676006614,100.619351682,100.619351682,1.1147328868e-23,114.972171622,114.972171622,1,7.98096246501e-27,single-instrument relevance
single,lwti,24,413,civil_war,0.488501368156,100.515108267,100.515108267,1.17497276468e-23,114.877054493,114.877054493,1,8.37310258923e-27,single-instrument relevance
single,lwti,25,412,civil_war,0.48798077755,100.39802301,100.39802301,1.24652452511e-23,114.732656031,114.732656031,1,9.00555947474e-27,single-instrument relevance
single,lwti,26,411,civil_war,0.48755961511,100.185045927,100.185045927,1.38803550367e-23,114.464799241,114.464799241,1,1.03079930122e-26,single-instrument relevance
single,lwti,27,410,civil_war,0.487582877166,100.157013998,100.157013998,1.40782035668e-23,114.435726066,114.435726066,1,1.04602366874e-26,single-instrument relevance
single,lwti,28,409,civil_war,0.487725039431,100.208110145,100.208110145,1.37196556051e-23,114.503305591,114.503305591,1,1.01097578765e-26,single-instrument relevance
single,lwti,29,408,civil_war,0.487100725571,100.024908838,100.024908838,1.50492429602e-23,114.290790957,114.290790957,1,1.1253415428e-26,single-instrument relevance
single,lwti,30,407,civil_war,0.487320381685,100.0012526,100.0012526,1.52300708446e-23,114.246364383,114.246364383,1,1.15083872544e-26,single-instrument relevance
single,lwti,31,406,civil_war,0.487327125272,100.004417026,100.004417026,1.52057566859e-23,114.246915371,114.246915371,1,1.15051899227e-26,single-instrument relevance
single,lwti,32,405,civil_war,0.487298920389,99.9984550218,99.9984550218,1.52515986741e-23,114.238318484,114.238318484,1,1.1555178235e-26,single-instrument relevance
single,lwti,33,404,civil_war,0.487993755944,99.7938529163,99.7938529163,1.69114331281e-23,114.083442811,114.083442811,1,1.2493873858e-26,single-instrument relevance
single,lwti,34,403,civil_war,0.497955951797,103.016908617,103.016908617,3.32299960024e-24,118.374998444,118.374998444,1,1.43519658011e-27,single-instrument relevance
single,lwti,35,402,civil_war,0.505724328116,103.231832824,103.231832824,2.98137020786e-24,118.683420664,118.683420664,1,1.22852069715e-27,single-instrument relevance
single,lwti,36,401,civil_war,0.506349850566,103.353774063,103.353774063,2.80340014814e-24,118.841553184,118.841553184,1,1.13438370914e-27,single-instrument relevance
single,lwti,37,400,civil_war,0.50594542793,103.289967016,103.289967016,2.89515779013e-24,118.72546409,118.72546409,1,1.20275507384e-27,single-instrument relevance
single,lwti,38,399,civil_war,0.505853632131,103.215141813,103.215141813,3.00659393515e-24,118.598261918,118.598261918,1,1.28241268887e-27,single-instrument relevance
single,lwti,39,398,civil_war,0.505852467586,103.179959445,103.179959445,3.06046341128e-24,118.579935537,118.579935537,1,1.29431606984e-27,single-instrument relevance
single,lwti,40,397,civil_war,0.505810539722,102.776750699,102.776750699,3.75126141006e-24,118.318650711,118.318650711,1,1.47655237614e-27,single-instrument relevance
single,lwti,41,396,civil_war,0.497917406747,104.323276832,104.323276832,1.71858134622e-24,120.609395237,120.609395237,1,4.65289232321e-28,single-instrument relevance
single,lwti,42,395,civil_war,0.49759347526,104.17457513,104.17457513,1.85252604729e-24,120.419230861,120.419230861,1,5.12098912136e-28,single-instrument relevance
single,lwti,43,394,civil_war,0.497530104493,104.131438309,104.131438309,1.89330094046e-24,120.357058824,120.357058824,1,5.28402289741e-28,single-instrument relevance
single,lwti,44,393,civil_war,0.49746643326,104.08030647,104.08030647,1.94279726609e-24,120.302553834,120.302553834,1,5.43121616146e-28,single-instrument relevance
single,lwti,45,392,civil_war,0.497466659871,104.069986127,104.069986127,1.95294339373e-24,120.289268487,120.289268487,1,5.46771114224e-28,single-instrument relevance
single,lwti,46,391,civil_war,0.497649134234,104.398916283,104.398916283,1.65421018831e-24,120.743336473,120.743336473,1,4.34911462949e-28,single-instrument relevance
single,lwti,47,390,civil_war,0.497060454396,104.334764159,104.334764159,1.70864633969e-24,120.617730017,120.617730017,1,4.63338471042e-28,single-instrument relevance
single,lwti,48,389,civil_war,0.497192948255,104.319866199,104.319866199,1.72154219776e-24,120.632742192,120.632742192,1,4.5984547233e-28,single-instrument relevance
single,lwti,0,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,1,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,2,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,3,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,4,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,5,432,nuclear_threat,0.547017674668,116.645871964,116.645871964,3.4318597821e-27,132.61121384,132.61121384,1,1.0997028361e-30,single-instrument relevance
single,lwti,6,431,nuclear_threat,0.546209243911,115.676313914,115.676313914,5.59562903316e-27,131.748031899,131.748031899,1,1.69867498621e-30,single-instrument relevance
single,lwti,7,430,nuclear_threat,0.544286987116,115.054877945,115.054877945,7.65494848004e-27,131.157891244,131.157891244,1,2.28674777105e-30,single-instrument relevance
single,lwti,8,429,nuclear_threat,0.543433855096,114.502427675,114.502427675,1.01142347325e-26,130.542258917,130.542258917,1,3.11822699069e-30,single-instrument relevance
single,lwti,9,428,nuclear_threat,0.543198998293,114.170817988,114.170817988,1.19552974217e-26,130.244038198,130.244038198,1,3.62372161981e-30,single-instrument relevance
single,lwti,10,427,nuclear_threat,0.542769949665,114.260627313,114.260627313,1.14259063119e-26,130.352580033,130.352580033,1,3.43089204917e-30,single-instrument relevance
single,lwti,11,426,nuclear_threat,0.54298117619,114.244245309,114.244245309,1.15206923312e-26,130.326229431,130.326229431,1,3.47674040892e-30,single-instrument relevance
single,lwti,12,425,nuclear_threat,0.543564764069,114.58399343,114.58399343,9.70664640533e-27,130.734852597,130.734852597,1,2.82990029427e-30,single-instrument relevance
single,lwti,13,424,nuclear_threat,0.544784377959,114.75960769,114.75960769,8.88399016611e-27,130.951426372,130.951426372,1,2.53739807413e-30,single-instrument relevance
single,lwti,14,423,nuclear_threat,0.546218274062,115.011161601,115.011161601,7.82557580163e-27,131.333570471,131.333570471,1,2.09306931892e-30,single-instrument relevance
single,lwti,15,422,nuclear_threat,0.547513435338,114.993082545,114.993082545,7.89724637347e-27,131.302792162,131.302792162,1,2.12577445671e-30,single-instrument relevance
single,lwti,16,421,nuclear_threat,0.547883189745,115.00926004,115.00926004,7.83308341753e-27,131.366905365,131.366905365,1,2.05821496307e-30,single-instrument relevance
single,lwti,17,420,nuclear_threat,0.547747491829,115.009050369,115.009050369,7.83391167031e-27,131.368669142,131.368669142,1,2.05638704532e-30,single-instrument relevance
single,lwti,18,419,nuclear_threat,0.548084561348,114.958123798,114.958123798,8.0377002419e-27,131.304206574,131.304206574,1,2.12426035403e-30,single-instrument relevance
single,lwti,19,418,nuclear_threat,0.548078460873,114.883795243,114.883795243,8.34468886399e-27,131.223524427,131.223524427,1,2.21237712819e-30,single-instrument relevance
single,lwti,20,417,nuclear_threat,0.548067110999,114.830713,114.830713,8.57107887171e-27,131.159531626,131.159531626,1,2.28485889161e-30,single-instrument relevance
single,lwti,21,416,nuclear_threat,0.547818626105,114.59791028,114.59791028,9.63876236247e-27,130.904337442,130.904337442,1,2.598308928e-30,single-instrument relevance
single,lwti,22,415,nuclear_threat,0.547885157973,114.444731838,114.444731838,1.04128384671e-26,130.764261446,130.764261446,1,2.78828371386e-30,single-instrument relevance
