model,outcome,event,horizon,beta,block_length,draws,seed,multiplier_se,critical90,critical95,sim90_low,sim90_high,sim95_low,sim95_high
single,lwti,military_conflict,1,0.0473526791375,6,1999,20260925,0.029653764732,2.6154442729,2.87586922455,-0.0302050900008,0.124910448276,-0.0379276702472,0.132633028522
single,lwti,military_conflict,2,0.0155723003004,6,1999,20260925,0.037440026368,2.6154442729,2.87586922455,-0.0823500022412,0.113494602842,-0.0921003192976,0.123244919899
single,lwti,military_conflict,3,-0.00030824478444,6,1999,20260925,0.035479452577,2.6154442729,2.87586922455,-0.0931027758328,0.092486286264,-0.102342510555,0.101726020986
single,lwti,military_conflict,4,-0.00668024763771,6,1999,20260925,0.031210171805,2.6154442729,2.87586922455,-0.0883087127413,0.0749482174659,-0.0964366202245,0.0830761249491
single,lwti,military_conflict,5,0.00230098233755,6,1999,20260925,0.0329876400288,2.6154442729,2.87586922455,-0.0839763518524,0.0885783165275,-0.0925671564118,0.0971691210869
single,lwti,military_conflict,6,-0.0471543597054,6,1999,20260925,0.0292666656225,2.6154442729,2.87586922455,-0.123699692695,0.0293909732841,-0.131321462674,0.0370127432636
single,lwti,military_conflict,7,-0.0430706134081,6,1999,20260925,0.0303757616347,2.6154442729,2.87586922455,-0.122516725211,0.0363754983946,-0.130427331466,0.0442861046495
single,lwti,military_conflict,8,-0.0427894599761,6,1999,20260925,0.0345909516386,2.6154442729,2.87586922455,-0.133260166334,0.0476812463813,-0.142268513241,0.0566895932891
single,lwti,military_conflict,9,-0.0239959805324,6,1999,20260925,0.032190182655,2.6154442729,2.87586922455,-0.108187609401,0.0601956483365,-0.116570736163,0.0685787750979
single,lwti,military_conflict,10,-0.00636447364324,6,1999,20260925,0.0339178742233,2.6154442729,2.87586922455,-0.0950747835297,0.0823458362432,-0.103907844284,0.0911788969977
single,lwti,military_conflict,11,0.010337233002,6,1999,20260925,0.0373251175615,2.6154442729,2.87586922455,-0.0872845319598,0.107958997964,-0.0970049238959,0.1176793899
single,lwti,military_conflict,12,-0.00153839171121,6,1999,20260925,0.0372024927034,2.6154442729,2.87586922455,-0.0988394381902,0.0957626547678,-0.108527895554,0.105451112131
single,lwti,military_conflict,13,-0.00519790642702,6,1999,20260925,0.0412869631413,2.6154442729,2.87586922455,-0.113181657721,0.102785844867,-0.1239338131,0.113538000246
single,lwti,military_conflict,14,0.0209008138072,6,1999,20260925,0.0469579584154,2.6154442729,2.87586922455,-0.101915109598,0.143716737212,-0.114144133647,0.155945761262
single,lwti,military_conflict,15,0.0178376210336,6,1999,20260925,0.0446223979305,2.6154442729,2.87586922455,-0.0988697740772,0.134545016144,-0.110490559901,0.146165801968
single,lwti,military_conflict,16,-0.0049637516902,6,1999,20260925,0.0451239031246,2.6154442729,2.87586922455,-0.122982805688,0.113055302308,-0.134734195978,0.124806692597
